comment,text_clean,sentiment,sentiment_score
"kopdes merah putih,mbg,dan sekolah rakyat,yg paham🫥",kopdes merah putih mbg sekolah rakyat yg paham,Netral,0.664
ada juga we,we,Positif,0.9453
apasi brntkan,apasi brntkan,Positif,0.528
pa kalo mau tutup usia nnti ee dl ya,pa kalo mau tutup usia nnti ee dl,Netral,0.6684
gak papa kita lihat saja 1 tahun kedepan,gak papa lihat tahun kedepan,Negatif,0.8178
negeri kacau,negeri kacau,Negatif,0.9975
"mungkin ini yg d maksud gibran buka lowongan dengan adanya MBG sama koperasi merah putih orang""yg dipelosok desa ikut pda kerja pda punya gjih...
afirmasi positif aja...",mungkin yg maksud gibran buka lowongan adanya mbg sama koperasi merah putih orang yg dipelosok desa ikut pda kerja pda punya gjih afirmasi positif aja,Netral,0.6551
"ya gini kualitas menteri menteri nya ,lebih cerdas lagi rakyatnya,bisa GK gitu ya jadi pejabat itu GK nyusahin rakyat Mulu",gini kualitas menteri menteri nya lebih cerdas rakyatnya gk gitu jadi pejabat gk nyusahin rakyat mulu,Positif,0.9084
sesimpel itu pikiranya,sesimpel pikiranya,Positif,0.7182
"bener2 isinya pejabat2 yg ABS, asal bapak senang doang.. realitanya ga seperti yg ditinjau si bapak",bener isinya pejabat yg abs asal bapak senang doang realitanya ga yg ditinjau si bapak,Negatif,0.9855
"Alfa Indomaret bertahan karna perusahaan ngga mau tau kalo ada barang hilang dan yang nombok kariyawan, kalo ini ngga tau lagi dah",alfa indomaret bertahan karna perusahaan ngga mau tau kalo barang hilang nombok kariyawan kalo ngga tau dah,Negatif,0.953
paling ya 6 bulan udah tutup,paling bulan udah tutup,Netral,0.95
Aku gak setuju sbenernya sama program yg ini,aku gak setuju sbenernya sama program yg,Negatif,0.9916
"kopdes sekala segitu berani harga miring untung dari mana, barang segitu langsung di libas sama pemain besar contoh grosir barang segitu langsung habis hitungan hari penyuplai apakah akan kuat, orang sama2 penyuplai aja harga di pasar jauh beda",kopdes sekala segitu berani harga miring untung mana barang segitu langsung libas sama pemain besar contoh grosir barang segitu langsung habis hitungan hari penyuplai kuat orang sama penyuplai aja harga pasar jauh beda,Negatif,0.9917
"desa kak, desa.. sekali lagi di desa... Alfamart dan Indomaret kan di pusat kecamatannya, paling tiap kecamatan tidak lebih dari 5, itupun yang dilintasi jalan kabupaten dan provinsi aja.. lagi pula harga warung kelontong dan minimarket lebih murah di warung kelontong",desa kak desa sekali desa alfamart indomaret kan pusat kecamatannya paling tiap kecamatan lebih itupun dilintasi jalan kabupaten provinsi aja harga warung kelontong minimarket lebih murah warung kelontong,Positif,0.9902
pertama mah pasti murah nanti lama kelamaan jadi mahal,pertama mah murah lama kelamaan jadi mahal,Negatif,0.9719
menteri apa ini??? logika sederhana saja ngak tau,menteri apa logika sederhana ngak tau,Negatif,0.9969
@panggil aja eja @Tiptop store,aja eja store,Netral,0.9462
langsung bangkrut warung ayah ku,langsung bangkrut warung ayah ku,Negatif,0.9932
Kok isok cara displayne begitu 😭😭😭 itu nestle sewa gondola kah 😂 dan dg pd nya dipublikasikan😭😭,kok isok cara displayne nestle sewa gondola dg pd nya dipublikasikan,Negatif,0.9644
dan tolong mentri ini dipecat juga,mentri dipecat,Negatif,0.9412
pernah liat indoapril disebelah ada merahputih apa ga saingan,pernah liat indoapril disebelah merahputih apa ga saingan,Netral,0.9568
pasti lah makmur,lah makmur,Positif,0.9914
"ibaratkan penyebab minuman keras masih beredar ya karena yang produksi nya yang gak ditertibkan bukan pembeli nya yang di terornya, nah itu letak masalahnya, tapi pemerintah hadir malah nindas yang bukan penyebab utama nya",ibaratkan penyebab minuman keras beredar produksi nya gak ditertibkan bukan pembeli nya terornya nah letak masalahnya pemerintah hadir malah nindas bukan penyebab utama nya,Negatif,0.99
bakalan nambah bangunan mangkrak,bakalan nambah bangunan mangkrak,Negatif,0.9954
ini koprasi baru buka tapi malah kayak toko mau bangkrut,koprasi baru buka malah kayak toko mau bangkrut,Negatif,0.997
"hati hati lhooo kerja di instansi pemerintah itu lebih ketat tidak seketat swasta,.
kalian itu SDH masuk pengawasan pemerintah😁😁😁",hati hati lhooo kerja instansi pemerintah lebih ketat seketat swasta kalian sdh masuk pengawasan pemerintah,Negatif,0.9319
wkwkkw. harus nya beli pas ada presiden lumayan kwkwkw,wkwkkw nya beli pas presiden lumayan kwkwkw,Positif,0.9366
lumbung korupsi,lumbung korupsi,Negatif,0.9964
"aku yakin di desa kita ,,GK bertahan lama,,pasar aja tutup ,,😁😁",aku yakin desa gk bertahan lama pasar aja tutup,Negatif,0.9556
ya Allah,allah,Positif,0.899
Saya bisa gila lama2,gila lama,Negatif,0.9939
tebak² an yuk bakal ada gebrakan apa aja nanti dikopdes,tebak² an yuk bakal gebrakan apa aja dikopdes,Netral,0.973
"penyesalaan memilih pa wowo
apa kata pemerintah mau aja 🗿",penyesalaan memilih pa wowo apa kata pemerintah mau aja,Negatif,0.91
daftar kesitu gimana,daftar kesitu gimana,Negatif,0.9804
"jangan dihujat gaes ,itu kalo di sistem planogram apa ringkas cuma jadi 1 rak doang gk keliatan penuh 🗿",jangan dihujat gaes kalo sistem planogram apa ringkas cuma jadi rak doang gk keliatan penuh,Negatif,0.9971
"utk gas stoknya khusus anggota kdmp dl,, itupun masih krg,, realitanya seperti itu,",utk gas stoknya khusus anggota kdmp dl itupun krg realitanya,Netral,0.9927
mending belanja diwarung Madura super murah,mending belanja diwarung madura super murah,Positif,0.9936
nnti semua BLT gk bs tunai tp dalam voucher KDMP 😂,nnti semua blt gk bs tunai tp voucher kdmp,Netral,0.967
klo di desaku malah senang di bikin koprasi merah putih karna bisa ambil bayarnya di guyur².gk lama buka nnti bangkrut di hutangi😅,klo desaku malah senang bikin koprasi merah putih karna ambil bayarnya guyur² gk lama buka nnti bangkrut hutangi,Positif,0.7043
salahnya dimana?,salahnya,Negatif,0.9956
mau di ajarin planogram g?,mau ajarin planogram,Netral,0.8992
persaratan pinjaman ini itu ini itu KLO ga ga dpt 🤣🤣🤣🤣🤣🤣🤣,persaratan pinjaman klo ga ga dpt,Netral,0.9353
jangan kan indo/alfa sama Madura aja masih kalah saing,jangan kan indo alfa sama madura aja kalah saing,Negatif,0.9969
"itu blum beroperasi, liat pintu harmonika depan masih ketutup rapet",blum beroperasi liat pintu harmonika depan ketutup rapet,Negatif,0.9393
maaf Nanya kalau belanja di koperasi desa terus pas lebaran nanti dapet THR gak?,maaf nanya kalau belanja koperasi desa terus pas lebaran dapet thr gak,Netral,0.9875
setelah periode berakhir maka berakhir pula,periode berakhir berakhir,Netral,0.905
mls blanjaaa. sepi bgt,mls blanjaaa sepi bgt,Negatif,0.9971
woyyyy . . makin gak karuan aj peraturan2 ini,woyyyy makin gak karuan aj peraturan,Negatif,0.9961
KDM yg berhadapan di tepi jln bukan ini?,kdm yg berhadapan tepi jln bukan,Negatif,0.7796
aduh min mnding wktunya d pkek bwt fosing info bansos ato froduk umkm dr pd bkin headline yg bsa mnggiring opini org bnyk jd pesimis bgnian hmmm,aduh min mnding wktunya pkek bwt fosing info bansos ato froduk umkm dr pd bkin headline yg bsa mnggiring opini org bnyk jd pesimis bgnian hmmm,Negatif,0.9832
"hancur lh UMKM di desa ini KLO kyak gini, di desa Indomaret aja GK boleh masuk, lh ini malah buat mini market aduh",hancur lh umkm desa klo kyak gini desa indomaret aja gk masuk lh malah buat mini market aduh,Negatif,0.9975
"Kenapa kalian itu selalu berfikir negatif sihh , lebih baik kita suport berpositif thinking , semoga bisa berjalan lancar program tersebut . Dari pada kita ke lafamary atau ke indo mart ,mari kita dukung kopdes ini . Selama oprasionalnya jujur dan tak merugikan siapapun .",kalian selalu berfikir negatif sihh lebih baik suport berpositif thinking semoga berjalan lancar program tersebut lafamary indo mart dukung kopdes selama oprasionalnya jujur tak merugikan siapapun,Positif,0.9552
@AM AUDIO: di luar negeri program pemerintah di support sama warga nya ini malah di suruh nggak tahan lama ini wni atau wna,audio luar negeri program pemerintah support sama warga nya malah suruh tahan lama wni wna,Negatif,0.935
harganya aja ga ada,harganya aja ga,Negatif,0.5191
monopoli perdagangan,monopoli perdagangan,Negatif,0.9939
pak cobe langsung kedaerah kopdes nya,pak cobe langsung kedaerah kopdes nya,Netral,0.9915
disitu masih corona ya? kok sosial distancing gitu,disitu corona kok sosial distancing gitu,Negatif,0.9958
cerdas👍,cerdas,Positif,0.9945
pasti hrg lebih murah langsung dr principle mayan cuan,hrg lebih murah langsung dr principle mayan cuan,Positif,0.9838
makane gawe toko ORA usah ombo2 mendeng cilik koyo Alfa indo rak cm sedikit tp padet enak d liatnya,makane gawe toko ora usah ombo mendeng cilik koyo alfa indo rak cm sedikit tp padet enak liatnya,Positif,0.8739
pemenang nya tetap orang dalam titik 🗿🗿🗿🗿🗿🗿🗿🗿🗿,pemenang nya tetap orang titik,Positif,0.8156
PLISS GAISS WALAUPUN HARGANYA LEBIH MURAH LEBIH BAIK BELI DI WARUNG WARUNG KELONTONG AJA🥹,pliss gaiss walaupun harganya lebih murah lebih baik beli warung warung kelontong aja,Positif,0.6864
Aura nya aur auran,aura nya aur auran,Positif,0.7637
pemerintahaan terzolim,pemerintahaan terzolim,Negatif,0.8339
efek punya orang tua bodoh ya gtu anak nya jadi t0L0L,efek punya orang tua bodoh gtu anak nya jadi tll,Negatif,0.998
lha itu kebutuhan pokok tersedia kok guna nya untuk apa kak😁,lha kebutuhan pokok tersedia kok nya apa kak,Negatif,0.6528
sakjiw emang mereka mereka itu😭,sakjiw emang,Negatif,0.8852
percayalah presiden terbaik indonesia cuma bpk prabowo 🥰🥰,percayalah presiden terbaik indonesia cuma bpk prabowo,Positif,0.8326
"gak segampang yg di bicarakan di lapangan pak. namamya uang kalo udah di tangan orang susah kembali.
ketika butuh dengan kondisi miris, ketika udah tidak miris ditagih lebih ganas dripada yg ngasih pinjam",gak segampang yg bicarakan lapangan pak namamya uang kalo udah tangan orang susah butuh kondisi miris udah miris ditagih lebih ganas dripada yg ngasih pinjam,Negatif,0.9947
prediksi yg sangat Benar👍👍👍,prediksi yg sangat benar,Positif,0.9868
"emang harganya segtu, TPI yg jdi masalah, stoknya banyak gak? yakin gak bakalan aman dri oknum"" yg Tek bertanggung jawab",emang harganya segtu tpi yg jdi masalah stoknya banyak gak yakin gak bakalan aman dri oknum yg tek bertanggung jawab,Negatif,0.9367
"dari segi isi barang sembako, bahan pokok smaa.ide siapa sih ini sumpah kek anggaran ga guna gitu..bisa buat yang lain..udh banyak yang jual kek gitu ngapa pemerintah ngide buat anggaran kek gini.p maksud coba",segi isi barang sembako bahan pokok smaa ide siapa sih sumpah kek anggaran ga gitu buat udh banyak jual kek gitu ngapa pemerintah ngide buat anggaran kek gini maksud coba,Negatif,0.9853
🤣🤣🤣 masuk emang mirip 😁,masuk emang mirip,Netral,0.4262
bangke,bangke,Negatif,0.9964
pencitraan,pencitraan,Negatif,0.9978
"hmmm salah lagi salah lagi pk presiden prabowo,, SALAH SALAH SALAH",hmmm salah salah pk presiden prabowo salah salah salah,Negatif,0.9951
Pembukaan aja buat formalitas 😂,pembukaan aja buat formalitas,Negatif,0.9685
lom dibuka udah mau bangkrut...,lom dibuka udah mau bangkrut,Negatif,0.9975
gini gini segala kerugian dan gaji karyawan ditanggung negara loh. gimana gak enak 🥰,gini gini segala kerugian gaji karyawan ditanggung negara loh gimana gak enak,Negatif,0.9977
"plis gak usah, gw lagi proses seleksi di Alfa 😭 udah nganggur 4th lebih",plis gak usah gw proses seleksi alfa udah nganggur th lebih,Negatif,0.9686
bukan solusi 😂,bukan solusi,Negatif,0.9972
"ngapain ya pejabat pada pinter2, tapi kebijakannya pada ngaco, kayaknya ngga perlu BPK jadi pejabat, anak SMA kalau melakukan kebijakan ini juga bisa",ngapain pejabat pinter kebijakannya ngaco kayaknya ngga perlu bpk jadi pejabat anak sma kalau melakukan kebijakan,Negatif,0.9964
wadul dabrus,wadul dabrus,Positif,0.4879
"tutupnya bukan setahun
tapi jam 9 malam sudah tutup😂😅",tutupnya bukan setahun jam malam tutup,Netral,0.6572
[Sticker] ,sticker,Positif,0.6144
itu elpiji lngsng negara yg jual..bener2 hancur para agen dan pangkalan....,elpiji lngsng negara yg jual bener hancur agen pangkalan,Negatif,0.995
ambil dimanapun itu pasti donk...yg penting harganya bisa lbh murah sampai pada masyarakat bawah.,ambil dimanapun donk yg penting harganya lbh murah masyarakat bawah,Positif,0.9025
Itu mah lebih buat money laundry gak sih wkwkwk,mah lebih buat money laundry gak sih wkwkwk,Negatif,0.8828
bisa kasbon dulu gk,kasbon dulu gk,Netral,0.9551
"pakek sepatu lah biar rapi, ini malah nyeker 😳",pakek sepatu lah biar rapi malah nyeker,Negatif,0.6268
kok aq ragu ya,kok aq ragu,Negatif,0.9924
@Wild Rabbit,rabbit,Positif,0.9857
supermarket simulator bngt,supermarket simulator bngt,Positif,0.9472
bohong bngt,bohong bngt,Negatif,0.9982
terbaik presiden q... semoga bawahan bapak sampai ke masyarakat bisa menjalankan kebijakan2 adil mu pak... terbaik emang papa gemoy.. 🥰🥰🥰🥰🥰 sehat2 selalu pak.. dan semoga indonesia menjadi pusat peradapan dunia di masa depan...🥰🥰🥰,terbaik presiden semoga bawahan bapak masyarakat menjalankan kebijakan adil mu pak terbaik emang papa gemoy sehat selalu pak semoga indonesia menjadi pusat peradapan dunia masa depan,Positif,0.9829
bentar lg jg bangkrut,bentar lg jg bangkrut,Negatif,0.9958
mewakili,mewakili,Positif,0.9369
judulnya proyek yg dipaksakan,judulnya proyek yg dipaksakan,Negatif,0.9943
KAYAK MERINTIS BARU BUKA TOKO PDHL ANGGARANNYA GEDE,kayak merintis baru buka toko pdhl anggarannya gede,Positif,0.7766
ocd tah,ocd tah,Negatif,0.8086
segini yg mau masuk dan bayangkan kan seberapa banyak kasir Indomaret dan Alfamart yg di pecat,segini yg mau masuk bayangkan kan seberapa banyak kasir indomaret alfamart yg pecat,Negatif,0.9897
ada sebagian pihak desa yang memang ingin kopdes ini gagal makanya ditaruh di tempat yang tidak strategis sengaja mereka,sebagian pihak desa memang kopdes gagal makanya ditaruh tempat strategis sengaja,Negatif,0.9231
minimarket simulator kah ini,minimarket simulator,Netral,0.9228
Pemerintah gak berani bersaing,pemerintah gak berani bersaing,Negatif,0.9976
visi misi presiden Prabowo sangat bagus cuma beliau lupa sistem bobrok ini belum di benahi dari kelas RT sampai pusat eror,visi misi presiden prabowo sangat bagus cuma beliau lupa sistem bobrok benahi kelas rt pusat eror,Negatif,0.9943
"magang dulu di indomart/alfamart gasehh🥺🥺
sebagai alumni rodok cemas melihat display begini",magang dulu indomart alfamart gasehh alumni rodok cemas melihat display begini,Negatif,0.9872
liat aja ntar 🤣 rame cuma karena fomo awal doang,liat aja ntar rame cuma fomo awal doang,Negatif,0.8932
Halah yang kerja sodara yang Deket kepdesnya males,halah kerja sodara deket kepdesnya males,Negatif,0.9975
😂 cocok buat umkm 😂😂😂😂,cocok buat umkm,Positif,0.9957
"serius 1 deret di rak 1 product aj,horizontal penataannya..",serius deret rak product aj horizontal penataannya,Netral,0.9303
"pemerintah harus berpihak 😂
tapi rakyat tidak berpihak 🤪",pemerintah berpihak rakyat berpihak,Positif,0.6155
"Lu tanya tu tmpat lu beli,,,knp bisa mahal ?",lu tanya tu tmpat lu beli knp mahal,Negatif,0.981
ke ga nyaman,ga nyaman,Negatif,0.9981
"[Sticker] “ini mah kayak tugas kelompok
slesai GK selesai, di kumpulkan”😭🫢",sticker mah kayak tugas kelompok slesai gk selesai kumpulkan,Negatif,0.9906
koperasi❌ minimarket ✅,koperasi minimarket,Netral,0.9641
"umkm yg dimaksud: indofood, wings, unilever 🙏",umkm yg dimaksud indofood wings unilever,Netral,0.9978
Sunyi,sunyi,Negatif,0.9945
DI MANA MANA KALO MAU ADA AUDIT SEMUA MENJADI BENAR TAPI KALO SELESAI BALIK LAGI,mana mana kalo mau audit semua menjadi benar kalo selesai balik,Negatif,0.9589
Ya karena ga ada label hargany😂,ga label hargany,Negatif,0.9355
kota Makassar belum ada koperasi merah putih yang buka pak @Prabowo harap di tindaki,kota makassar koperasi merah putih buka pak harap tindaki,Netral,0.9976
hih😭,hih,Negatif,0.6859
Planogramnya belum ada ya ka?,planogramnya ka,Netral,0.9644
"dananya kebanyakan di korup, stok sedikit gitu",dananya kebanyakan korup stok sedikit gitu,Negatif,0.9977
koperasi aja ambil dr indomaret blokkk😅😅😅,koperasi aja ambil dr indomaret blokkk,Netral,0.997
yakin ga ada 1 tahun dah tutup,yakin ga tahun dah tutup,Netral,0.7637
pemerintah sekarang egois. ga berani bersaing. mau dibawa kemana negara ini.,pemerintah sekarang egois ga berani bersaing mau dibawa negara,Negatif,0.9982
Besoknya langsung Tutup gak?😁 klo Buka Terus Enak kayak Warung Madura,besoknya langsung tutup gak klo buka terus enak kayak warung madura,Positif,0.9952
rapi cuma isinya itu itu aja.,rapi cuma isinya aja,Positif,0.8835
"Lpg udah 16rb dari pemerintah, tapi di warung2 harga 35 rb kenapa? Ya karna suka2 penjual. Kalo dimerah putih tetap harga 16rb artinya agak susah ngubah harga karna diawasi langsung",lpg udah rb pemerintah warung harga rb karna suka penjual kalo dimerah putih tetap harga rb artinya susah ngubah harga karna diawasi langsung,Negatif,0.5727
bener ga nih d KMM ada pupuk subsidi?tar harganya beda juga,bener ga nih kmm pupuk subsidi tar harganya beda,Netral,0.7139
kopdes hanya kedok bagi2 duit rakyat bagi penjabat,kopdes kedok duit rakyat penjabat,Netral,0.5408
gaji bulanan piro moasss ?,gaji bulanan piro moasss,Negatif,0.6158
bisa membuhuh pedagang kecil kalo begituh bok,membuhuh pedagang kecil kalo begituh bok,Negatif,0.9955
"No komen mas, saya juga ngelihatnya gimana ya, nyari kerjaan susah giliran dapat umr sama biaya sehari2 udah tidak sebanding",no komen mas ngelihatnya gimana nyari kerjaan susah giliran umr sama biaya sehari udah sebanding,Negatif,0.9606
betulll harus nya menampung hasil bumi masyarakat desa untuk mensejahterakan masyarakatnya,betulll nya menampung hasil bumi masyarakat desa mensejahterakan masyarakatnya,Positif,0.9446
koperasi saingan rakyat,koperasi saingan rakyat,Negatif,0.9957
"habisin dana ratusan triliun harus bisa bantu masyarakat yang kesusahan,
kelilit hutang, butuh kerjaan",habisin dana ratusan triliun bantu masyarakat kesusahan kelilit hutang butuh kerjaan,Negatif,0.9854
